No,id_item,nama_item,katagory,Brand,harga,rating
90,TE090,Exe Bag Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
78,TE078,Tas Executive Tote Bag Black,Bag,Executive,377916,5
79,TE079,Tas Executive Tote Bag Olive,Bag,Executive,174930,"4,8"
80,TE080,Tas Executive Sling Shopper Bag Black,Bag,Executive,159960,"4,5"
81,TE081,Tas Executive Sling Shopper Bag Beige,Bag,Executive,159960,"4,5"
82,TE082,Tas Executive Sling Shopper Bag Brown,Bag,Executive,159960,"4,5"
83,TE083,Tas Executive Tote Black Bag Classic,Bag,Executive,167916,"4,5"
84,TE084,Tas Executive Body Bag Black,Bag,Executive,251916,"4,5"
85,TE085,Tas Executive Sling Bag Brown,Bag,Executive,251916,5
86,TE086,Tas Executive Beige Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,5"
87,TE087,Tas Executive Brown Quilted Box Bag,Bag,Executive,55980,"4,5"
88,TE088,Tas Executive Off White Travel Bag,Bag,Executive,254915,"4,5"
89,TE089,Tas Executive Black Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,5"
90,TE090,Tas Executive Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
78,TE078,Tas Exe Tote Bag Black,Bag,Executive,377916,5
79,TE079,Tas Exe Tote Bag Olive,Bag,Executive,174930,"4,8"
80,TE080,Tas Exe Sling Shopper Bag Black,Bag,Executive,159960,"4,5"
81,TE081,Tas Exe Sling Shopper Bag Beige,Bag,Executive,159960,"4,5"
82,TE082,Tas Exe Sling Shopper Bag Brown,Bag,Executive,159960,"4,5"
83,TE083,Tas Exe Tote Black Bag Classic,Bag,Executive,167916,"4,5"
84,TE084,Tas Exe Body Bag Black,Bag,Executive,251916,"4,5"
85,TE085,Tas Exe Sling Bag Brown,Bag,Executive,251916,5
86,TE086,Tas Exe Beige Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,5"
87,TE087,Tas Exe Brown Quilted Box Bag,Bag,Executive,55980,"4,5"
88,TE088,Tas Exe Off White Travel Bag,Bag,Executive,254915,"4,5"
89,TE089,Tas Exe Black Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,5"
90,TE090,Tas Exe Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
1,EI001,Eig Kaos Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Eig Kaos Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Eig Kaos Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Eig Kaos Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Eig Kaos Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Eig Kaos Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Eig Kaos Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Eig Kaos Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Eig Kaos Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Eig Kaos Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Eig Kaos Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Eig Kaos Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Eig Kaos Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
1,EI001,Eig TShirt Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Eig TShirt Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Eig TShirt Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Eig TShirt Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Eig TShirt Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Eig TShirt Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Eig TShirt Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Eig TShirt Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Eig TShirt Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Eig TShirt Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Eig TShirt Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Eig TShirt Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Eig TShirt Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
1,EI001,Kaos Eiger Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Kaos Eiger Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Kaos Eiger Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Kaos Eiger Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Kaos Eiger Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Kaos Eiger Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Kaos Eiger Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Kaos Eiger Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Kaos Eiger Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Kaos Eiger Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Kaos Eiger Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Kaos Eiger Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Kaos Eiger Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
1,EI001,Kaos Eig Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Kaos Eig Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Kaos Eig Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Kaos Eig Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Kaos Eig Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Kaos Eig Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Kaos Eig Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Kaos Eig Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Kaos Eig Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Kaos Eig Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Kaos Eig Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Kaos Eig Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Kaos Eig Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
28,EI028,Celana Eiger Varsha Slouch Pants,Pants,Eiger,429000,"4,5"
29,EI029,Celana Eiger Varsha Overall,Pants,Eiger,469000,"4,6"
30,EI030,Celana Eiger Getter Ankle Pants,Pants,Eiger,329000,"4,9"
31,EI031,Celana Eiger Kalla Jegging,Pants,Eiger,449000,"4,5"
32,EI032,Celana Eiger Torla Cargo Long Pants,Pants,Eiger,419000,"4,8"
33,EI033,Celana Eiger Kromoa Cargo Pants,Pants,Eiger,579000,"4,7"
34,EI034,Celana Eiger Volvere Pants,Pants,Eiger,549000,"4,8"
35,EI035,Celana Eiger Safar Chinos Jogger Pants,Pants,Eiger,429000,"4,5"
36,EI036,Celana Eiger Moorland Overall,Pants,Eiger,359000,5
37,EI037,Celana Eiger Moorland Warmer Pants,Pants,Eiger,319000,5
38,EI038,Celana Eiger Raintour Long Pants,Pants,Eiger,549000,"4,8"
39,EI039,Celana Eiger Trisha Overall Midi Dress,Pants,Eiger,449000,"4,3"
40,EI040,Celana Eiger  Trisha Modular Pants,Pants,Eiger,459000,"4,7"
41,EI041,Celana Eiger Trisha Carpenter Pants,Pants,Eiger,419000,"4,5"
42,EI042,Celana Eiger Cullotes,Pants,Eiger,349000,"4,2"
43,EI043,Celana Eiger Trisha Romper,Pants,Eiger,449000,"4,1"
44,EI044,Celana Eiger Moorland Active Pants,Pants,Eiger,339000,"4,6"
45,EI045,Celana Eiger Colmar Jogger Pants,Pants,Eiger,489000,"4,8"
46,EI046,Celana Eiger Quest Denim Pants ,Pants,Eiger,509000,"4,8"
47,EI047,Celana Eiger Ningbo,Pants,Eiger,539000,"4,7"
48,EI048,Celana Eiger Copper Denim Pants,Pants,Eiger,499000,"4,5"
49,EI049,Celana Eiger Rust Denim Pants,Pants,Eiger,589000,"4,6"
50,EI050,Celana Eiger Nubra Denim Pants,Pants,Eiger,419000,"4,7"
28,EI028,Eig Pants Varsha Slouch Pants,Pants,Eiger,429000,"4,5"
29,EI029,Eig Pants Varsha Overall,Pants,Eiger,469000,"4,6"
30,EI030,Eig Pants Getter Ankle Pants,Pants,Eiger,329000,"4,9"
31,EI031,Eig Pants Kalla Jegging,Pants,Eiger,449000,"4,5"
32,EI032,Eig Pants Torla Cargo Long Pants,Pants,Eiger,419000,"4,8"
33,EI033,Eig Pants Kromoa Cargo Pants,Pants,Eiger,579000,"4,7"
34,EI034,Eig Pants Volvere Pants,Pants,Eiger,549000,"4,8"
35,EI035,Eig Pants Safar Chinos Jogger Pants,Pants,Eiger,429000,"4,5"
36,EI036,Eig Pants Moorland Overall,Pants,Eiger,359000,5
37,EI037,Eig Pants Moorland Warmer Pants,Pants,Eiger,319000,5
38,EI038,Eig Pants Raintour Long Pants,Pants,Eiger,549000,"4,8"
39,EI039,Eig Pants Trisha Overall Midi Dress,Pants,Eiger,449000,"4,3"
40,EI040,Eig Pants Trisha Modular Pants,Pants,Eiger,459000,"4,7"
41,EI041,Eig Pants Trisha Carpenter Pants,Pants,Eiger,419000,"4,5"
42,EI042,Eig Pants Cullotes,Pants,Eiger,349000,"4,2"
43,EI043,Eig Pants Trisha Romper,Pants,Eiger,449000,"4,1"
44,EI044,Eig Pants Moorland Active Pants,Pants,Eiger,339000,"4,6"
45,EI045,Eig Pants Colmar Jogger Pants,Pants,Eiger,489000,"4,8"
46,EI046,Eig Pants Quest Denim Pants ,Pants,Eiger,509000,"4,8"
47,EI047,Eig Pants Ningbo,Pants,Eiger,539000,"4,7"
48,EI048,Eig Pants Copper Denim Pants,Pants,Eiger,499000,"4,5"
49,EI049,Eig Pants Rust Denim Pants,Pants,Eiger,589000,"4,6"
50,EI050,Eig Pants Nubra Denim Pants,Pants,Eiger,419000,"4,7"
28,EI028,Eig Celana Varsha Slouch Pants,Pants,Eiger,429000,"4,5"
29,EI029,Eig Celana Varsha Overall,Pants,Eiger,469000,"4,6"
30,EI030,Eig Celana Getter Ankle Pants,Pants,Eiger,329000,"4,9"
31,EI031,Eig Celana Kalla Jegging,Pants,Eiger,449000,"4,5"
32,EI032,Eig Celana Torla Cargo Long Pants,Pants,Eiger,419000,"4,8"
33,EI033,Eig Celana Kromoa Cargo Pants,Pants,Eiger,579000,"4,7"
34,EI034,Eig Celana Volvere Pants,Pants,Eiger,549000,"4,8"
35,EI035,Eig Celana Safar Chinos Jogger Pants,Pants,Eiger,429000,"4,5"
36,EI036,Eig Celana Moorland Overall,Pants,Eiger,359000,5
37,EI037,Eig Celana Moorland Warmer Pants,Pants,Eiger,319000,5
38,EI038,Eig Celana Raintour Long Pants,Pants,Eiger,549000,"4,8"
39,EI039,Eig Celana Trisha Overall Midi Dress,Pants,Eiger,449000,"4,3"
40,EI040,Eig Celana Trisha Modular Pants,Pants,Eiger,459000,"4,7"
41,EI041,Eig Celana Trisha Carpenter Pants,Pants,Eiger,419000,"4,5"
42,EI042,Eig Celana Cullotes,Pants,Eiger,349000,"4,2"
43,EI043,Eig Celana Trisha Romper,Pants,Eiger,449000,"4,1"
44,EI044,Eig Celana Moorland Active Pants,Pants,Eiger,339000,"4,6"
45,EI045,Eig Celana Colmar Jogger Pants,Pants,Eiger,489000,"4,8"
46,EI046,Eig Celana Quest Denim Pants ,Pants,Eiger,509000,"4,8"
47,EI047,Eig Celana Ningbo,Pants,Eiger,539000,"4,7"
48,EI048,Eig Celana Copper Denim Pants,Pants,Eiger,499000,"4,5"
49,EI049,Eig Celana Rust Denim Pants,Pants,Eiger,589000,"4,6"
50,EI050,Eig Celana Nubra Denim Pants,Pants,Eiger,419000,"4,7"
51,EI051,Eig Shirt Kenali Negeri Shirt Short ,Shirt,Eiger,329000,"4,7"
52,EI052,Eig Shirt Bentayan Flannel ,Shirt,Eiger,439000,"4,6"
53,EI053,Eig Shirt Takian Long Shirt,Shirt,Eiger,389000,"4,4"
54,EI054,Eig Shirt Takian Short Shirt,Shirt,Eiger,349000,"4,7"
55,EI055,Eig Shirt Ethno Long Shirt,Shirt,Eiger,419000,"4,2"
56,EI056,Eig Shirt New Madras Shirt,Shirt,Eiger,339000,"4,8"
57,EI057,Eig Shirt Biscot,Shirt,Eiger,349000,"4,9"
58,EI058,Eig Shirt Evolute,Shirt,Eiger,369000,"4,6"
59,EI059,Eig Shirt Shield Quilted Shirt,Shirt,Eiger,469000,"4,7"
60,EI060,Eig Shirt Newburgh Flannel Shirt,Shirt,Eiger,419000,"4,5"
61,EI061,Eig Shirt Battleseeker Long Shirt,Shirt,Eiger,459000,"4,3"
62,EI062,Eig Shirt Evolute Long Shirt,Shirt,Eiger,399000,"4,4"
63,EI063,Eig Shirt Spanner,Shirt,Eiger,469000,"4,7"
64,EI064,Eig Shirt Men Escrapment Long Shirt,Shirt,Eiger,349000,"4,3"
65,EI065,Eig Shirt Madison Long Shirt,Shirt,Eiger,399000,"4,7"
51,EI051,Kemeja Eiger Kenali Negeri Shirt Short ,Shirt,Eiger,329000,"4,7"
52,EI052,Kemeja Eiger Bentayan Flannel ,Shirt,Eiger,439000,"4,6"
53,EI053,Kemeja Eiger Takian Long Shirt,Shirt,Eiger,389000,"4,4"
54,EI054,Kemeja Eiger Takian Short Shirt,Shirt,Eiger,349000,"4,7"
55,EI055,Kemeja Eiger Ethno Long Shirt,Shirt,Eiger,419000,"4,2"
56,EI056,Kemeja Eiger New Madras Shirt,Shirt,Eiger,339000,"4,8"
57,EI057,Kemeja Eiger Biscot,Shirt,Eiger,349000,"4,9"
58,EI058,Kemeja Eiger Evolute,Shirt,Eiger,369000,"4,6"
59,EI059,Kemeja Eiger Shield Quilted Shirt,Shirt,Eiger,469000,"4,7"
60,EI060,Kemeja Eiger Newburgh Flannel Shirt,Shirt,Eiger,419000,"4,5"
61,EI061,Kemeja Eiger Battleseeker Long Shirt,Shirt,Eiger,459000,"4,3"
62,EI062,Kemeja Eiger Evolute Long Shirt,Shirt,Eiger,399000,"4,4"
63,EI063,Kemeja Eiger Spanner,Shirt,Eiger,469000,"4,7"
64,EI064,Kemeja Eiger Men Escrapment Long Shirt,Shirt,Eiger,349000,"4,3"
65,EI065,Kemeja Eiger Madison Long Shirt,Shirt,Eiger,399000,"4,7"
51,EI051,Kemeja Eig Kenali Negeri Shirt Short ,Shirt,Eiger,329000,"4,7"
52,EI052,Kemeja Eig Bentayan Flannel ,Shirt,Eiger,439000,"4,6"
53,EI053,Kemeja Eig Takian Long Shirt,Shirt,Eiger,389000,"4,4"
54,EI054,Kemeja Eig Takian Short Shirt,Shirt,Eiger,349000,"4,7"
55,EI055,Kemeja Eig Ethno Long Shirt,Shirt,Eiger,419000,"4,2"
56,EI056,Kemeja Eig New Madras Shirt,Shirt,Eiger,339000,"4,8"
57,EI057,Kemeja Eig Biscot,Shirt,Eiger,349000,"4,9"
58,EI058,Kemeja Eig Evolute,Shirt,Eiger,369000,"4,6"
59,EI059,Kemeja Eig Shield Quilted Shirt,Shirt,Eiger,469000,"4,7"
60,EI060,Kemeja Eig Newburgh Flannel Shirt,Shirt,Eiger,419000,"4,5"
61,EI061,Kemeja Eig Battleseeker Long Shirt,Shirt,Eiger,459000,"4,3"
62,EI062,Kemeja Eig Evolute Long Shirt,Shirt,Eiger,399000,"4,4"
63,EI063,Kemeja Eig Spanner,Shirt,Eiger,469000,"4,7"
64,EI064,Kemeja Eig Men Escrapment Long Shirt,Shirt,Eiger,349000,"4,3"
65,EI065,Kemeja Eig Madison Long Shirt,Shirt,Eiger,399000,"4,7"
76,EI076,Tas Eiger Starter Daypack ,Bag,Eiger,359000,"4,5"
77,EI077,Tas Eiger Rivulet Pack ,Bag,Eiger,549000,"4,3"
78,EI078,Tas Eiger Rivulet Pack ,Bag,Eiger,439000,"4,7"
79,EI079,Tas Eiger Reveal ,Bag,Eiger,439000,"4,8"
80,EI080,Tas Eiger Aster Canvas ,Bag,Eiger,375000,"4,5"
81,EI081,Tas Eiger Frontier Pack ,Bag,Eiger,379000,"4,3"
82,EI082,Tas Eiger Frontier Pack ,Bag,Eiger,419000,"4,2"
83,EI083,Tas Eiger Packerbase ,Bag,Eiger,299000,"4,7"
84,EI084,Tas Eiger Jaster ,Bag,Eiger,289000,"4,8"
85,EI085,Tas Eiger Wagen Sailor ,Bag,Eiger,359000,"4,3"
86,EI086,Tas Eiger Wagen Backpack ,Bag,Eiger,459000,"4,7"
87,EI087,Tas Eiger Hillwalk Backpack ,Bag,Eiger,279000,"4,7"
88,EI088,Tas Eiger Alcove ,Bag,Eiger,299000,"4,9"
89,EI089,Tas Eiger Hillfronter Pack ,Bag,Eiger,529000,"4,8"
90,EI090,Tas Eiger Groundway ,Bag,Eiger,489000,"4,6"
91,EI091,Tas Eiger Tripper Shoes Pack ,Bag,Eiger,419000,"4,5"
92,EI092,Tas Eiger Descent ,Bag,Eiger,559000,"4,3"
93,EI093,Tas Eiger Descent ,Bag,Eiger,439000,"4,7"
94,EI094,Tas Eiger Sollevare ,Bag,Eiger,489000,"4,6"
95,EI095,Tas Eiger Roadway ,Bag,Eiger,139000,"4,8"
96,EI096,Tas Eiger Urbanway ,Bag,Eiger,239000,"4,6"
97,EI097,Tas Eiger Cascade ,Bag,Eiger,549000,"4,7"
98,EI098,Tas Eiger Safar Travel Backpack ,Bag,Eiger,499000,"4,9"
99,EI099,Tas Eiger Caravel Base,Bag,Eiger,389000,"4,6"
100,EI100,Tas Eiger Immigrate,Bag,Eiger,459000,"4,5"
76,EI076,Eig Bag Starter Daypack ,Bag,Eiger,359000,"4,5"
77,EI077,Eig Bag Rivulet Pack ,Bag,Eiger,549000,"4,3"
78,EI078,Eig Bag Rivulet Pack ,Bag,Eiger,439000,"4,7"
79,EI079,Eig Bag Reveal ,Bag,Eiger,439000,"4,8"
80,EI080,Eig Bag Aster Canvas ,Bag,Eiger,375000,"4,5"
81,EI081,Eig Bag Frontier Pack ,Bag,Eiger,379000,"4,3"
82,EI082,Eig Bag Frontier Pack ,Bag,Eiger,419000,"4,2"
83,EI083,Eig Bag Packerbase ,Bag,Eiger,299000,"4,7"
84,EI084,Eig Bag Jaster ,Bag,Eiger,289000,"4,8"
85,EI085,Eig Bag Wagen Sailor ,Bag,Eiger,359000,"4,3"
86,EI086,Eig Bag Wagen Backpack ,Bag,Eiger,459000,"4,7"
87,EI087,Eig Bag Hillwalk Backpack ,Bag,Eiger,279000,"4,7"
88,EI088,Eig Bag Alcove ,Bag,Eiger,299000,"4,9"
89,EI089,Eig Bag Hillfronter Pack ,Bag,Eiger,529000,"4,8"
90,EI090,Eig Bag Groundway ,Bag,Eiger,489000,"4,6"
91,EI091,Eig Bag Tripper Shoes Pack ,Bag,Eiger,419000,"4,5"
92,EI092,Eig Bag Descent ,Bag,Eiger,559000,"4,3"
93,EI093,Eig Bag Descent ,Bag,Eiger,439000,"4,7"
94,EI094,Eig Bag Sollevare ,Bag,Eiger,489000,"4,6"
95,EI095,Eig Bag Roadway ,Bag,Eiger,139000,"4,8"
96,EI096,Eig Bag Urbanway ,Bag,Eiger,239000,"4,6"
97,EI097,Eig Bag Cascade ,Bag,Eiger,549000,"4,7"
98,EI098,Eig Bag Safar Travel Backpack ,Bag,Eiger,499000,"4,9"
99,EI099,Eig Bag Caravel Base,Bag,Eiger,389000,"4,6"
100,EI100,Eig Bag Immigrate,Bag,Eiger,459000,"4,5"
76,EI076,Eiger Bag Starter Daypack ,Bag,Eiger,359000,"4,5"
77,EI077,Eiger Bag Rivulet Pack ,Bag,Eiger,549000,"4,3"
78,EI078,Eiger Bag Rivulet Pack ,Bag,Eiger,439000,"4,7"
79,EI079,Eiger Bag Reveal ,Bag,Eiger,439000,"4,8"
80,EI080,Eiger Bag Aster Canvas ,Bag,Eiger,375000,"4,5"
81,EI081,Eiger Bag Frontier Pack ,Bag,Eiger,379000,"4,3"
82,EI082,Eiger Bag Frontier Pack ,Bag,Eiger,419000,"4,2"
83,EI083,Eiger Bag Packerbase ,Bag,Eiger,299000,"4,7"
84,EI084,Eiger Bag Jaster ,Bag,Eiger,289000,"4,8"
85,EI085,Eiger Bag Wagen Sailor ,Bag,Eiger,359000,"4,3"
86,EI086,Eiger Bag Wagen Backpack ,Bag,Eiger,459000,"4,7"
87,EI087,Eiger Bag Hillwalk Backpack ,Bag,Eiger,279000,"4,7"
88,EI088,Eiger Bag Alcove ,Bag,Eiger,299000,"4,9"
89,EI089,Eiger Bag Hillfronter Pack ,Bag,Eiger,529000,"4,8"
90,EI090,Eiger Bag Groundway ,Bag,Eiger,489000,"4,6"
91,EI091,Eiger Bag Tripper Shoes Pack ,Bag,Eiger,419000,"4,5"
92,EI092,Eiger Bag Descent ,Bag,Eiger,559000,"4,3"
93,EI093,Eiger Bag Descent ,Bag,Eiger,439000,"4,7"
94,EI094,Eiger Bag Sollevare ,Bag,Eiger,489000,"4,6"
95,EI095,Eiger Bag Roadway ,Bag,Eiger,139000,"4,8"
96,EI096,Eiger Bag Urbanway ,Bag,Eiger,239000,"4,6"
97,EI097,Eiger Bag Cascade ,Bag,Eiger,549000,"4,7"
98,EI098,Eiger Bag Safar Travel Backpack ,Bag,Eiger,499000,"4,9"
99,EI099,Eiger Bag Caravel Base,Bag,Eiger,389000,"4,6"
100,EI100,Eiger Bag Immigrate,Bag,Eiger,459000,"4,5"
1,ER001,Erigo Kaos Putih v1,T-Shirt,Erigo,60000,"4,8"
2,ER002,Erigo Kaos Putih v2,T-Shirt,Erigo,60000,"4,9"
3,ER003,Erigo Kaos Putih v3,T-Shirt,Erigo,60000,"4,8"
4,ER004,Erigo Kaos Putih v4,T-Shirt,Erigo,60000,"4,5"
5,ER005,Erigo Kaos Putih v5,T-Shirt,Erigo,60000,"4,6"
6,ER006,Erigo Kaos Putih v6,T-Shirt,Erigo,60000,"4,8"
13,ER013,Erigo Kaos Hitam v1,T-Shirt,Erigo,74900,"4,3"
14,ER014,Erigo Kaos Hitam v2,T-Shirt,Erigo,60000,"4,6"
15,ER015,Erigo Kaos Hitam v3,T-Shirt,Erigo,77000,"4,7"
16,ER016,Erigo Kaos Hitam v4,T-Shirt,Erigo,85000,"4,6"
38,ER038,Erigo Kaos Abu Abu v1,Pants,Erigo,119900,"4,8"
39,ER039,Erigo Kaos Abu Abu v2,Pants,Erigo,119000,"4,8"
40,ER040,Erigo Kaos Abu Abu v3,Pants,Erigo,89000,"4,8"
1,ER001,Baju Erigo Kaos Putih v1,T-Shirt,Erigo,60000,"4,8"
2,ER002,Baju Erigo Kaos Putih v2,T-Shirt,Erigo,60000,"4,9"
3,ER003,Baju Erigo Kaos Putih v3,T-Shirt,Erigo,60000,"4,8"
4,ER004,Baju Erigo Kaos Putih v4,T-Shirt,Erigo,60000,"4,5"
5,ER005,Baju Erigo Kaos Putih v5,T-Shirt,Erigo,60000,"4,6"
6,ER006,Baju Erigo Kaos Putih v6,T-Shirt,Erigo,60000,"4,8"
13,ER013,Baju Erigo Kaos Hitam v1,T-Shirt,Erigo,74900,"4,3"
14,ER014,Baju Erigo Kaos Hitam v2,T-Shirt,Erigo,60000,"4,6"
15,ER015,Baju Erigo Kaos Hitam v3,T-Shirt,Erigo,77000,"4,7"
16,ER016,Baju Erigo Kaos Hitam v4,T-Shirt,Erigo,85000,"4,6"
38,ER038,Baju Erigo Kaos Abu Abu v1,Pants,Erigo,119900,"4,8"
39,ER039,Baju Erigo Kaos Abu Abu v2,Pants,Erigo,119000,"4,8"
40,ER040,Baju Erigo Kaos Abu Abu v3,Pants,Erigo,89000,"4,8"
6,TE006,Baju Putih v7,T-Shirt,Executive,127415,"4,7"
13,TE013,Baju Putih v8,T-Shirt,Executive,152915,"4,8"
6,ER006,Baju Kaos Putih v6,T-Shirt,Erigo,60000,"4,8"
13,ER013,Baju Kaos Hitam v1,T-Shirt,Erigo,74900,"4,3"
14,ER014,Baju Kaos Hitam v2,T-Shirt,Erigo,60000,"4,6"
15,ER015,Baju Kaos Hitam v3,T-Shirt,Erigo,77000,"4,7"
2,EI002,Baju Eiger Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Baju Eiger Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Baju Eiger Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Baju Eiger Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Baju Eiger Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Baju Eiger Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Baju Eiger Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Baju Eiger Cadence Long,T-Shirt,Eiger,249000,"4,6"
32,TE032,Celana Way Stretch Brooklyn Pants Black,Pants,Executive,303920,"4,5"
33,TE033,Celana Straight Leg Striped Long Pants Grey,Pants,Executive,89970,"4,8"
34,TE034,Celana Manhattan Fit,Pants,Executive,150000,"4,6"
35,TE035,Celana Ankle Length Pencil Pants Dark Brown,Pants,Executive,89970,"4,7"
36,TE036,Celana Basic Way Stretch Skinny Brooklyn Editor Pants Black,Pants,Executive,299900,"4,9"
37,TE037,Celana Regular Fit Classic Trousers Grey,Pants,Executive,89970,"4,5"
38,TE038,Celana Basic Skinny Fit Denim Pants Navy,Pants,Executive,179900,"4,8"
39,TE039,Celana Celana Jenahara Printed Wide Leg Pants Oatmeal,Pants,Executive,98970,"4,6"
57,TE057,Baju Kemeja Shirt Biru v1,Shirt,Executive,199900,"4,9"
58,TE058,Baju Kemeja Shirt Biru v2,Shirt,Executive,199900,"4,9"
57,TE057,Baju Kemeja Shirt Biru v3,Shirt,Executive,199900,"4,9"
58,TE058,Baju Kemeja Shirt Biru v4,Shirt,Executive,199900,"4,9"
58,TE058,Baju Kemeja Shirt Biru v5,Shirt,Executive,199900,"4,9"
84,TE084,Bag Executive Tas Hitam v1,Bag,Executive,251916,"4,5"
89,TE089,Bag Executive Tas Hitam v2,Bag,Executive,284925,"4,5"
93,TE093,Bag Executive Tas Hitam v3,Bag,Executive,284925,"4,5"
96,TE096,Bag Executive Tas Hitam v4,Bag,Executive,174930,"4,8"
97,TE097,Bag Executive Tas Hitam v5,Bag,Executive,75980,"4,7"